history_id,player_id,team_id,season_id,start_date,end_date,contract_type
1862,2944,28,1,2019-10-22,,Standard
1863,2944,28,2,2020-12-22,,Standard
1864,2950,5,3,2021-10-19,,Standard
1865,2950,14,3,2021-10-19,,Standard
1866,2950,23,4,2022-10-18,,Standard
1867,2951,25,1,2019-10-22,,Standard
1868,2951,25,2,2020-12-22,,Standard
1869,2951,25,3,2021-10-19,,Standard
1870,2951,19,3,2021-10-19,,Standard
1871,2951,19,4,2022-10-18,,Standard
1872,2951,19,5,2023-10-24,,Standard
1873,2954,12,1,2019-10-22,,Standard
1874,2954,12,2,2020-12-22,,Standard
1875,2954,12,3,2021-10-19,,Standard
1876,2954,12,4,2022-10-18,,Standard
1877,2954,12,5,2023-10-24,,Standard
1878,2968,18,2,2020-12-22,,Standard
1879,2968,18,3,2021-10-19,,Standard
1880,2968,18,4,2022-10-18,,Standard
1881,2968,18,5,2023-10-24,,Standard
1882,2969,4,1,2019-10-22,,Standard
1883,2969,4,2,2020-12-22,,Standard
1884,2969,4,3,2021-10-19,,Standard
